Year,Version,Category_Name,SubCategory_Name,Project_Code,Project_Name,Funding_Source,Total,Thru FY23,Est FY24,Total6,FY 25,FY 26,FY 27,FY 28,FY 29,FY 30,Beyond
2025,Approved,Culture and Recreation,Recreation,P729658,Public Arts Trust,Current Revenue: General,5221,2364,409,2448,408,408,408,408,408,408,0
2025,Approved,Montgomery County Public Schools,Countywide,P746032,Design and Construction Management,G.O. Bonds,118375,79347,6028,33000,5500,5500,5500,5500,5500,5500,0
2025,Approved,Community Development and Housing,Housing (MCG),P760100,Affordable Housing Acquisition and Preservation,HIF Revolving Program,320216,187675,30032,102509,17355,16331,15740,16956,17370,18757,0
2025,Approved,Community Development and Housing,Housing (MCG),P760100,Affordable Housing Acquisition and Preservation,Loan Repayment Proceeds,152123,99241,23391,29491,4645,5669,6260,5044,4630,3243,0
2025,Approved,Community Development and Housing,Housing (MCG),P760100,Affordable Housing Acquisition and Preservation,Current Revenue: Montgomery Housing Initiative,4775,4775,0,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P760100,Affordable Housing Acquisition and Preservation,Recordation Tax Premium (MCG),29540,4540,10000,15000,10000,5000,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P760100,Affordable Housing Acquisition and Preservation,Current Revenue: General,65000,0,0,65000,65000,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P761682,Cost Sharing: Non-Local Parks,Current Revenue: General,10,10,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P761682,Cost Sharing: Non-Local Parks,G.O. Bonds,746,384,62,300,50,50,50,50,50,50,0
2025,Approved,Montgomery County Public Schools,Countywide,P766995,Roof Replacement: MCPS,G.O. Bonds,100698,53094,15087,32517,7067,6850,4650,4650,4650,4650,0
2025,Approved,Montgomery County Public Schools,Countywide,P766995,Roof Replacement: MCPS,State Aid,50877,9183,18211,23483,4933,5150,3350,3350,3350,3350,0
2025,Approved,Housing Opportunities Commission,Housing (HOC),P767511,HOC Opportunity Housing Development Fund,Revolving Fund: Current Revenue,4500,1059,3441,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P767828,Acquisition: Local Parks,Land Sale (M-NCPPC Only),513,513,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P767828,Acquisition: Local Parks,M-NCPPC Bonds,729,601,128,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P767828,Acquisition: Local Parks,Program Open Space,8127,6868,1259,0,0,0,0,0,0,0,0
2025,Approved,Housing Opportunities Commission,Housing (HOC),P768047,HOC MPDU/Property Acquisition Fund,Revolving Fund: Current Revenue,107,107,0,0,0,0,0,0,0,0,0
2025,Approved,Housing Opportunities Commission,Housing (HOC),P768047,HOC MPDU/Property Acquisition Fund,Revolving Fund: G.O. Bonds,12400,12202,198,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P768673,Trails: Hard Surface Design & Construction,Contributions,900,859,41,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P768673,Trails: Hard Surface Design & Construction,G.O. Bonds,8658,2415,1743,4500,750,750,750,750,750,750,0
2025,Approved,M-NCPPC,Development,P768673,Trails: Hard Surface Design & Construction,Federal Aid,3500,0,0,3500,3500,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P769375,Facility Planning: HCD,Community Development Block Grant,337,337,0,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P769375,Facility Planning: HCD,Current Revenue: General,3768,2722,296,750,125,125,125,125,125,125,0
2025,Approved,Community Development and Housing,Community Development,P769375,Facility Planning: HCD,Current Revenue: Parking - Montgomery Hill,100,100,0,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P769375,Facility Planning: HCD,Federal Aid,200,200,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,Federal Aid,545,511,34,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,G.O. Bonds,308,308,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,Current Revenue: General,500,500,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,Investment Income,1099,609,10,480,220,220,10,10,10,10,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,State Aid,7521,5961,1560,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,Developer Payments,7537,5196,350,1991,550,841,150,150,150,150,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,Agricultural Transfer Tax,4864,2362,800,1702,702,200,200,200,200,200,0
2025,Approved,Conservation of Natural Resources,Ag Land Preservation,P788911,Ag Land Pres Easements,Contributions,1499,966,533,0,0,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P789057,Life Sciences and Technology Centers,Current Revenue: General,5400,1594,806,3000,3000,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P789057,Life Sciences and Technology Centers,G.O. Bonds,410,410,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P789057,Life Sciences and Technology Centers,PAYGO,260,260,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P789057,Life Sciences and Technology Centers,Recordation Tax Premium (MCG),600,0,600,0,0,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P789057,Life Sciences and Technology Centers,State Aid,1000,0,0,1000,1000,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P796235,ADA Compliance: MCPS,G.O. Bonds,75993,25640,13953,36400,7200,7200,5500,5500,5500,5500,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P800700,Stormwater Management Facility Major Structural Repair,State Aid,1959,399,130,1430,1430,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P800700,Stormwater Management Facility Major Structural Repair,Water Quality Protection Bonds,27429,9242,3689,14498,0,3250,3470,2640,3138,2000,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P800700,Stormwater Management Facility Major Structural Repair,Current Revenue: Water Quality Protection,15997,11328,1700,2969,2969,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P800700,Stormwater Management Facility Major Structural Repair,Long-Term Financing,12184,5361,4953,1870,1870,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P800700,Stormwater Management Facility Major Structural Repair,Contributions,600,0,0,600,0,0,0,0,600,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P801710,Wheaton Regional Dam Flooding Mitigation,Current Revenue: Water Quality Protection,1617,628,0,989,989,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P801710,Wheaton Regional Dam Flooding Mitigation,Water Quality Protection Bonds,3063,134,89,2840,500,2340,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P801710,Wheaton Regional Dam Flooding Mitigation,State Aid,96,0,0,96,0,96,0,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P801801,Gude Landfill Remediation,Current Revenue: Solid Waste Disposal,22700,17692,5008,0,0,0,0,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P801801,Gude Landfill Remediation,Revenue Bonds,39046,0,21753,17293,10687,5858,748,0,0,0,0
2025,Approved,M-NCPPC,Development,P808494,Restoration Of Historic Structures,Current Revenue: General,7547,2658,1379,3510,585,585,585,585,585,585,0
2025,Approved,M-NCPPC,Development,P808494,Restoration Of Historic Structures,G.O. Bonds,570,56,214,300,50,50,50,50,50,50,0
2025,Approved,M-NCPPC,Development,P808494,Restoration Of Historic Structures,PAYGO,179,179,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,Long-Term Financing,82269,13802,5975,62492,8778,14,35700,6000,6000,6000,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,Federal Aid,5,5,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,Stormwater Management Waiver Fees,1380,0,180,1200,200,200,200,200,200,200,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,State Aid,19327,3717,2500,13110,2760,2350,2000,2000,2000,2000,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,Water Quality Protection Bonds,30313,30313,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,Current Revenue: Water Quality Protection,26897,15323,1616,9958,1476,1653,1633,1794,1698,1704,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P808726,Stormwater Management Retrofit: Countywide,Intergovernmental,1000,1000,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P809319,Facility Planning: Stormwater Management,Current Revenue: General,5000,5000,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P809319,Facility Planning: Stormwater Management,State Aid,140,140,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P809319,Facility Planning: Stormwater Management,Stormwater Management Waiver Fees,2600,1200,200,1200,200,200,200,200,200,200,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P809319,Facility Planning: Stormwater Management,Current Revenue: Water Quality Protection,21638,9965,1547,10126,1635,1655,1676,1698,1720,1742,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P809319,Facility Planning: Stormwater Management,Intergovernmental,68,0,68,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P809319,Facility Planning: Stormwater Management,Contributions,4260,0,0,4260,505,600,700,750,800,905,0
2025,Approved,Housing Opportunities Commission,Housing (HOC),P809482,HOC County Guaranteed Bond Projects,HOC Bonds,50000,2918,47082,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P816611,Energy Conservation: College,Current Revenue: General,3334,2282,356,696,116,116,116,116,116,116,0
2025,Approved,Montgomery College,Higher Education,P816611,Energy Conservation: College,Federal Aid,49,49,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P816611,Energy Conservation: College,G.O. Bonds,4884,3346,434,1104,184,184,184,184,184,184,0
2025,Approved,Montgomery College,Higher Education,P816611,Energy Conservation: College,State Aid,51,51,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P816633,HVAC (Mechanical Systems) Replacement: MCPS,G.O. Bonds,244865,90661,27482,126722,19972,21350,21350,21350,20350,22350,0
2025,Approved,Montgomery County Public Schools,Countywide,P816633,HVAC (Mechanical Systems) Replacement: MCPS,State Aid,128156,8750,36128,83278,15028,13650,13650,13650,12650,14650,0
2025,Approved,Montgomery County Public Schools,Countywide,P816633,HVAC (Mechanical Systems) Replacement: MCPS,Recordation Tax,3000,3000,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P816695,Asbestos Abatement: MCPS,G.O. Bonds,26970,18265,1835,6870,1145,1145,1145,1145,1145,1145,0
2025,Approved,M-NCPPC,Development,P818571,Stream Protection: SVP,G.O. Bonds,1278,1228,50,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P818571,Stream Protection: SVP,Long-Term Financing,3047,0,1298,1749,1652,13,84,0,0,0,0
2025,Approved,M-NCPPC,Development,P818571,Stream Protection: SVP,Current Revenue: Water Quality Protection,7150,3460,590,3100,1350,350,350,350,350,350,0
2025,Approved,M-NCPPC,Development,P818571,Stream Protection: SVP,PAYGO,771,771,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P818571,Stream Protection: SVP,Contributions,600,0,600,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P818571,Stream Protection: SVP,Water Quality Protection Bonds,19503,0,0,19503,4000,3503,3000,3000,3000,3000,0
2025,Approved,Montgomery County Public Schools,Countywide,P846540,Relocatable Classrooms,Current Revenue: General,108406,70866,7540,30000,5000,5000,5000,5000,5000,5000,0
2025,Approved,Montgomery County Public Schools,Countywide,P846540,Relocatable Classrooms,Recordation Tax,6155,6155,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P856509,Information Technology: College,Current Revenue: General,154831,97795,11036,46000,500,8500,9250,9250,9250,9250,0
2025,Approved,Montgomery College,Higher Education,P856509,Information Technology: College,Recordation Tax,57916,57916,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P856509,Information Technology: College,G.O. Bonds,4603,4603,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P856509,Information Technology: College,PAYGO,2041,2041,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P856509,Information Technology: College,Contributions,10933,1433,0,9500,8750,750,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P858710,Trails: Natural Surface & Resource-based Recreation,Current Revenue: General,5935,2556,379,3000,500,500,500,500,500,500,0
2025,Approved,M-NCPPC,Development,P858710,Trails: Natural Surface & Resource-based Recreation,G.O. Bonds,2348,721,427,1200,200,200,200,200,200,200,0
2025,Approved,M-NCPPC,Development,P858710,Trails: Natural Surface & Resource-based Recreation,State Aid,205,205,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P858710,Trails: Natural Surface & Resource-based Recreation,Contributions,200,97,103,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871540,Urban Park Elements,G.O. Bonds,2174,209,465,1500,250,250,250,250,250,250,0
2025,Approved,M-NCPPC,Development,P871540,Urban Park Elements,PAYGO,276,276,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871540,Urban Park Elements,M-NCPPC Bonds,5900,1288,1612,3000,500,500,500,500,500,500,0
2025,Approved,M-NCPPC,Development,P871540,Urban Park Elements,State Aid,200,0,200,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871541,North Branch Trail,Contributions,282,282,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871541,North Branch Trail,Federal Aid,2000,79,1921,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871541,North Branch Trail,G.O. Bonds,2390,481,1909,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871541,North Branch Trail,Program Open Space,600,0,600,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871552,Josiah Henson Historic Park,Contributions,200,111,89,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871552,Josiah Henson Historic Park,G.O. Bonds,5313,5089,224,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871552,Josiah Henson Historic Park,Program Open Space,1026,551,475,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871552,Josiah Henson Historic Park,State Aid,550,550,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871552,Josiah Henson Historic Park,PAYGO,623,623,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871742,Hillandale Local Park,M-NCPPC Bonds,1789,1682,107,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871742,Hillandale Local Park,Program Open Space,4711,4235,476,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871745,Ovid Hazen Wells Recreational Park,G.O. Bonds,5091,755,2862,1474,794,680,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871745,Ovid Hazen Wells Recreational Park,State Aid,500,0,500,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871745,Ovid Hazen Wells Recreational Park,Program Open Space,3909,0,3909,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871746,S. Germantown Recreational Park: Cricket Field,G.O. Bonds,2136,1049,737,350,350,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871746,S. Germantown Recreational Park: Cricket Field,PAYGO,1145,1145,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871746,S. Germantown Recreational Park: Cricket Field,Program Open Space,2137,0,250,1887,0,1530,357,0,0,0,0
2025,Approved,M-NCPPC,Development,P871747,M-NCPPC  Affordability Reconciliation,Current Revenue: General,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871747,M-NCPPC  Affordability Reconciliation,G.O. Bonds,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P876664,Roof Replacement: College,Current Revenue: General,1248,1248,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P876664,Roof Replacement: College,G.O. Bonds,26207,11273,3203,11731,1840,1563,1200,2772,2116,2240,0
2025,Approved,Montgomery College,Higher Education,P876664,Roof Replacement: College,State Aid,1203,1203,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P886686,Facility Planning: College,Current Revenue: General,10117,7543,954,1620,270,270,270,270,270,270,0
2025,Approved,M-NCPPC,Development,P888754,Trails: Hard Surface Renovation,G.O. Bonds,17686,3348,2838,11500,1500,2000,2000,2000,2000,2000,0
2025,Approved,M-NCPPC,Development,P888754,Trails: Hard Surface Renovation,Program Open Space,500,449,51,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P888754,Trails: Hard Surface Renovation,State Aid,950,0,950,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P888754,Trails: Hard Surface Renovation,Federal Aid,1000,0,500,500,500,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Miscellaneous Projects,P896536,State Aid Reconciliation,G.O. Bonds,0,0,0,35021,0,0,0,0,0,35021,-35021
2025,Approved,Montgomery County Public Schools,Miscellaneous Projects,P896536,State Aid Reconciliation,State Aid,0,0,0,-35021,0,0,0,0,0,-35021,35021
2025,Approved,Montgomery County Public Schools,Countywide,P896586,Planned Life Cycle Asset Repl: MCPS,Aging Schools Program,6578,4844,1734,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P896586,Planned Life Cycle Asset Repl: MCPS,G.O. Bonds,214342,129239,21103,64000,12000,12000,10000,10000,10000,10000,0
2025,Approved,Montgomery County Public Schools,Countywide,P896586,Planned Life Cycle Asset Repl: MCPS,Qualified Zone Academy Funds,4142,3939,203,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P896586,Planned Life Cycle Asset Repl: MCPS,State Aid,392,0,392,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P906605,"Planning, Design and Construction",Current Revenue: General,23238,18078,792,4368,728,728,728,728,728,728,0
2025,Approved,Montgomery College,Higher Education,P906605,"Planning, Design and Construction",G.O. Bonds,26312,18280,1000,7032,1172,1172,1172,1172,1172,1172,0
2025,Approved,Montgomery County Public Schools,Countywide,P926557,School Security Systems,G.O. Bonds,70252,37628,16624,16000,4000,4000,2000,2000,2000,2000,0
2025,Approved,Montgomery County Public Schools,Countywide,P926557,School Security Systems,State Aid,7420,5323,2097,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P926659,Planned Lifecycle Asset Replacement: College,Current Revenue: General,1940,1940,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P926659,Planned Lifecycle Asset Replacement: College,G.O. Bonds,93080,61509,7571,24000,4000,4000,4000,4000,4000,4000,0
2025,Approved,Montgomery College,Higher Education,P936660,ADA Compliance: College,G.O. Bonds,2253,1313,490,450,75,75,75,75,75,75,0
2025,Approved,WSSC,Sewerage Bi-County,P954811,Blue Plains WWTP: Liquid Train PT 2,Municipal (WSSC Only),21096,0,1306,13499,1003,1641,2215,2375,3057,3208,6291
2025,Approved,WSSC,Sewerage Bi-County,P954811,Blue Plains WWTP: Liquid Train PT 2,WSSC Bonds,366797,0,22494,234839,17444,28545,38540,41318,53180,55812,109464
2025,Approved,WSSC,Sewerage Bi-County,P954812,Blue Plains WWTP: Biosolids Mgmt PT2,Municipal (WSSC Only),6932,0,852,4186,743,701,280,755,819,888,1894
2025,Approved,WSSC,Sewerage Bi-County,P954812,Blue Plains WWTP: Biosolids Mgmt PT2,WSSC Bonds,120454,0,14669,72829,12920,12195,4866,13142,14249,15457,32956
2025,Approved,Montgomery County Public Schools,Countywide,P956550,Stormwater Discharge & Water Quality Mgmt: MCPS,G.O. Bonds,19615,10868,1547,7200,1200,1200,1200,1200,1200,1200,0
2025,Approved,M-NCPPC,Development,P957775,Facility Planning: Local Parks,Current Revenue: M-NCPPC,5929,2517,1012,2400,400,400,400,400,400,400,0
2025,Approved,M-NCPPC,Development,P958776,Facility Planning: Non-Local Parks,Current Revenue: General,4908,1578,1530,1800,300,300,300,300,300,300,0
2025,Approved,Montgomery County Public Schools,Countywide,P966553,Facility Planning: MCPS,Current Revenue: General,8255,5530,717,2008,904,704,100,100,100,100,0
2025,Approved,Montgomery County Public Schools,Countywide,P966553,Facility Planning: MCPS,Recordation Tax,3810,3810,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P966553,Facility Planning: MCPS,G.O. Bonds,6722,2643,2287,1792,446,346,250,250,250,250,0
2025,Approved,Montgomery County Public Schools,Countywide,P975051,Improved (Safe) Access to Schools,G.O. Bonds,47510,19199,7311,21000,3500,3500,3500,3500,3500,3500,0
2025,Approved,M-NCPPC,Development,P977748,Cost Sharing: Local Parks,M-NCPPC Bonds,1151,626,75,450,75,75,75,75,75,75,0
2025,Approved,WSSC,Water Bi-County,P983857,Land & Rights-of-Way Acquisition - Bi-County,System Development Charge,34,0,34,0,0,0,0,0,0,0,0
2025,Approved,WSSC,Water Bi-County,P983857,Land & Rights-of-Way Acquisition - Bi-County,WSSC Bonds,9091,0,1921,7170,1095,1095,1695,1095,1095,1095,0
2025,Approved,M-NCPPC,Development,P998710,Energy Conservation - Local Parks,M-NCPPC Bonds,1597,401,446,750,125,125,125,125,125,125,0
2025,Approved,M-NCPPC,Development,P998711,Energy Conservation - Non-Local Parks,G.O. Bonds,2591,333,458,1800,300,300,300,300,300,300,0
2025,Approved,M-NCPPC,Development,P998711,Energy Conservation - Non-Local Parks,PAYGO,29,29,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998763,Minor New Construction - Non-Local Parks,G.O. Bonds,10079,2302,2377,5400,900,900,900,900,900,900,0
2025,Approved,M-NCPPC,Development,P998763,Minor New Construction - Non-Local Parks,State Aid,1975,55,1420,500,500,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998763,Minor New Construction - Non-Local Parks,PAYGO,1131,1131,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998773,Enterprise Facilities' Improvements,Current Revenue: Enterprise (M-NCPPC),19012,8973,6289,3750,2500,1250,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998773,Enterprise Facilities' Improvements,Revenue Bonds,20000,0,0,0,0,0,0,0,0,0,20000
2025,Approved,M-NCPPC,Acquisition,P998798,Acquisition: Non-Local Parks,Current Revenue: General,1018,679,339,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P998798,Acquisition: Non-Local Parks,Program Open Space,11974,8974,3000,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P998798,Acquisition: Non-Local Parks,G.O. Bonds,8760,0,8760,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P998798,Acquisition: Non-Local Parks,Contributions,353,353,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998799,Minor New Construction - Local Parks,M-NCPPC Bonds,7479,2277,2202,3000,500,500,500,500,500,500,0
2025,Approved,M-NCPPC,Development,P998799,Minor New Construction - Local Parks,State Aid,1063,0,913,150,150,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P076507,Wheaton HS Current Revitalizations/Expansions,Contributions,2500,1657,843,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P076507,Wheaton HS Current Revitalizations/Expansions,Current Revenue: General,44,44,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P076507,Wheaton HS Current Revitalizations/Expansions,Recordation Tax,9603,9061,542,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P076507,Wheaton HS Current Revitalizations/Expansions,G.O. Bonds,106253,104871,1382,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P076507,Wheaton HS Current Revitalizations/Expansions,Schools Impact Tax,53945,53945,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P076507,Wheaton HS Current Revitalizations/Expansions,State Aid,37080,37080,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096510,Seneca Valley HS - Current  Revitalizations/Expansions,Recordation Tax,50217,50217,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096510,Seneca Valley HS - Current  Revitalizations/Expansions,G.O. Bonds,61365,61242,123,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096510,Seneca Valley HS - Current  Revitalizations/Expansions,Schools Impact Tax,11422,11422,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096510,Seneca Valley HS - Current  Revitalizations/Expansions,State Aid,34586,34586,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096510,Seneca Valley HS - Current  Revitalizations/Expansions,G.O. Bond Premium,2304,2304,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096511,Tilden MS - Current Revitalizations/Expansions,Recordation Tax,54113,54113,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096511,Tilden MS - Current Revitalizations/Expansions,G.O. Bonds,4910,4906,4,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096511,Tilden MS - Current Revitalizations/Expansions,State Aid,17468,17468,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096512,Thomas S. Wootton HS - Current Revitalizations/Expansions,School Facilities Payment,168,0,168,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096513,Potomac ES - Current Revitalizations/Expansions,G.O. Bonds,13571,13567,4,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096513,Potomac ES - Current Revitalizations/Expansions,Recordation Tax,19090,19090,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096513,Potomac ES - Current Revitalizations/Expansions,State Aid,5149,5149,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096514,Maryvale ES - Current Revitalizations/Expansions,G.O. Bonds,45726,45763,-37,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096514,Maryvale ES - Current Revitalizations/Expansions,State Aid,12436,12436,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096515,Luxmanor ES - Current Revitalizations/Expansions,G.O. Bonds,10645,10626,19,0,0,0,0,0,0,0,0
